Date,Metal,Industry,State,Region,Price,Demand_Index,Supply_Index,Dependency,Impact_Score,Volatility,Primary_Metal,Demand_Category,Price_Trend
2024-05-31,Aluminum,Energy,Andhra Pradesh,South,205.82,54.07,107.75,0.29,59.85,0.0122,0,Low,Rising
2024-05-31,Silver,Electronics,Assam,Northeast,84.25,85.6,55.68,0.75,63.18,0.0483,0,Medium,Rising
2024-05-31,Silver,Automobile,Andaman and Nicobar Islands,South,79.92,32.05,109.74,0.45,35.6,0.0042,0,Low,Rising
2024-05-31,Lithium,Construction,Mizoram,Northeast,4855.14,31.35,58.47,0.3,1478.94,0.0946,0,Low,Rising
2024-05-31,Nickel,Electronics,Madhya Pradesh,Central,2198.42,29.5,104.03,0.22,474.6,0.0527,0,Low,Rising
2024-05-31,Nickel,Jewelry,Delhi,North,2102.17,49.05,75.28,0.33,691.16,0.0537,0,Low,Rising
2024-05-31,Copper,Electronics,Karnataka,South,1013.32,131.55,137.66,0.9,911.99,0.0796,1,High,Rising
2024-05-31,Gold,Electronics,Maharashtra,West,5444.2,158.58,80.04,0.85,4627.57,0.0027,0,Medium,Rising
2024-05-31,Platinum,Construction,Meghalaya,Northeast,4983.65,37.66,93.17,0.26,1275.31,0.0365,0,Low,Rising
2024-05-31,Lithium,Energy,Chhattisgarh,Central,4923.4,138.67,87.03,0.95,4677.23,0.0218,1,High,Rising
2024-05-31,Gold,Electronics,Haryana,North,5386.85,73.78,100.18,0.85,4578.83,0.0245,0,Medium,Rising
2024-05-31,Platinum,Automobile,Himachal Pradesh,North,4465.57,24.21,122.6,0.21,927.05,0.0556,0,Low,Rising
2024-05-31,Silver,Jewelry,Goa,West,76.76,147.28,145.73,0.9,69.08,0.0223,1,High,Rising
2024-05-31,Lithium,Automobile,Jammu and Kashmir,North,4675.24,28.53,93.91,0.48,2241.5,0.1081,0,Low,Rising
2024-05-31,Silver,Energy,Goa,West,70.02,42.8,126.1,0.32,22.67,0.1335,0,Low,Rising
2024-05-31,Copper,Automobile,Mizoram,Northeast,1009.96,58.72,99.56,0.6,605.97,0.0507,0,Low,Rising
2024-05-31,Gold,Automobile,Himachal Pradesh,North,4931.33,28.44,93.59,0.37,1838.38,0.1138,0,Low,Rising
2024-05-31,Gold,Electronics,Andaman and Nicobar Islands,South,5422.52,48.16,120.25,0.85,4609.15,0.0278,0,Medium,Rising
2024-06-01,Silver,Jewelry,Gujarat,West,77.59,78.73,130.05,0.9,69.83,0.0067,1,High,Rising
2024-06-01,Aluminum,Construction,Sikkim,Northeast,224.75,51.23,132.49,0.85,191.04,0.0604,0,Medium,Rising
2024-06-01,Platinum,Automobile,Sikkim,Northeast,4799.53,71.75,134.26,0.49,2340.89,0.0057,0,Low,Rising
2024-06-01,Silver,Automobile,Chhattisgarh,Central,72.2,66.57,68.05,0.37,26.42,0.0716,0,Low,Rising
2024-06-01,Gold,Jewelry,Dadra and Nagar Haveli and Daman and Diu,West,5679.24,134.56,123.59,0.98,5565.66,0.0455,1,High,Rising
2024-06-01,Platinum,Jewelry,Meghalaya,Northeast,4826.71,150.47,100.31,0.85,4102.71,0.0008,0,Medium,Rising
2024-06-01,Copper,Electronics,Jammu and Kashmir,North,933.25,175.77,67.91,0.9,839.93,0.0047,1,High,Rising
2024-06-01,Copper,Construction,Mizoram,Northeast,952.38,61.67,88.35,0.5,476.19,0.0146,0,Low,Rising
2024-06-01,Copper,Electronics,Meghalaya,Northeast,985.41,45.37,53.93,0.9,886.87,0.0247,1,High,Rising
2024-06-01,Steel,Automobile,Punjab,North,99.0,86.66,99.16,0.8,79.2,0.1086,0,Medium,Rising
2024-06-01,Lithium,Construction,Madhya Pradesh,Central,4884.54,62.44,105.25,0.42,2073.14,0.0111,0,Low,Rising
2024-06-01,Aluminum,Automobile,Arunachal Pradesh,Northeast,213.66,132.79,131.81,0.7,149.56,0.0076,0,Medium,Rising
2024-06-01,Steel,Jewelry,Madhya Pradesh,Central,109.81,67.23,141.83,0.46,50.3,0.03,0,Low,Rising
2024-06-01,Platinum,Automobile,Dadra and Nagar Haveli and Daman and Diu,West,4334.94,35.74,130.15,0.28,1208.21,0.0754,0,Low,Rising
2024-06-01,Aluminum,Jewelry,Mizoram,Northeast,209.7,55.12,102.43,0.34,72.09,0.0113,0,Low,Rising
2024-06-01,Silver,Construction,Uttarakhand,North,78.64,31.28,122.95,0.21,16.88,0.0021,0,Low,Rising
2024-06-01,Aluminum,Automobile,Maharashtra,West,200.56,96.27,125.35,0.7,140.39,0.017,0,Medium,Rising
2024-06-01,Gold,Automobile,Chhattisgarh,Central,5040.77,17.91,79.86,0.34,1703.82,0.0608,0,Low,Rising
2024-06-01,Copper,Construction,Karnataka,South,939.59,70.86,128.84,0.5,469.8,0.0081,0,Low,Rising
2024-06-01,Lithium,Jewelry,Chhattisgarh,Central,4795.53,37.5,128.53,0.33,1564.19,0.0189,0,Low,Rising
2024-06-01,Copper,Jewelry,Bihar,East,949.59,40.25,117.65,0.38,358.29,0.0628,0,Low,Rising
2024-06-01,Steel,Energy,Ladakh,North,115.1,40.12,107.34,0.44,50.36,0.0493,0,Low,Rising
2024-06-01,Aluminum,Energy,Lakshadweep,South,200.34,43.22,91.36,0.29,58.52,0.0373,0,Low,Rising
2024-06-01,Copper,Jewelry,Odisha,East,866.23,62.87,114.85,0.41,351.45,0.0435,0,Low,Rising
2024-06-01,Aluminum,Construction,Andhra Pradesh,South,207.99,152.43,149.89,0.85,176.79,0.0002,0,Medium,Rising
2024-06-01,Steel,Electronics,Andaman and Nicobar Islands,South,110.7,53.83,112.59,0.35,38.91,0.0044,0,Low,Rising
2024-06-01,Silver,Construction,Chandigarh,North,74.53,28.99,131.72,0.42,31.05,0.0692,0,Low,Rising
2024-06-01,Nickel,Automobile,Ladakh,North,2179.41,66.61,68.4,0.5,1089.7,0.0012,0,Low,Rising
2024-06-01,Silver,Jewelry,Tamil Nadu,South,81.74,152.41,96.65,0.9,73.57,0.0356,1,High,Rising
2024-06-01,Aluminum,Construction,Rajasthan,North,210.48,121.92,79.24,0.85,178.91,0.0219,0,Medium,Rising
2024-06-01,Aluminum,Electronics,Goa,West,203.26,18.66,57.95,0.29,59.72,0.0036,0,Low,Rising
2024-06-01,Platinum,Jewelry,Punjab,North,4607.47,150.7,118.81,0.85,3916.35,0.0191,0,Medium,Rising
2024-06-01,Lithium,Energy,West Bengal,East,4833.79,64.46,70.17,0.95,4592.1,0.0106,1,High,Rising
2024-06-01,Copper,Electronics,Puducherry,South,934.04,148.4,102.98,0.9,840.64,0.0149,1,High,Rising
2024-06-01,Silver,Jewelry,Karnataka,South,75.38,87.13,136.43,0.9,67.84,0.0673,1,High,Rising
2024-06-01,Steel,Automobile,Chhattisgarh,Central,110.35,71.5,132.27,0.8,88.28,0.0355,0,Medium,Rising
2024-06-01,Platinum,Electronics,Himachal Pradesh,North,4733.37,18.16,100.42,0.36,1706.1,0.0117,0,Low,Rising
2024-06-01,Steel,Construction,Haryana,North,89.8,89.94,83.68,0.95,85.31,0.0867,1,High,Rising
2024-06-01,Lithium,Energy,Arunachal Pradesh,Northeast,5177.29,120.43,90.57,0.95,4918.43,0.0101,1,High,Rising
2024-06-01,Silver,Construction,Lakshadweep,South,77.04,52.72,112.33,0.41,31.7,0.0404,0,Low,Rising
2024-06-01,Nickel,Jewelry,Telangana,South,2112.43,63.66,72.38,0.41,871.14,0.0584,0,Low,Rising
2024-06-01,Steel,Jewelry,Andaman and Nicobar Islands,South,108.99,58.11,147.89,0.32,35.08,0.021,0,Low,Rising
2024-06-01,Silver,Electronics,Haryana,North,80.86,77.81,55.96,0.75,60.64,0.0342,0,Medium,Rising
2024-06-01,Nickel,Energy,Puducherry,South,2268.8,150.3,101.55,0.85,1928.48,0.0428,0,Medium,Rising
2024-06-01,Copper,Automobile,Andhra Pradesh,South,900.15,56.88,51.67,0.6,540.09,0.056,0,Low,Rising
2024-06-01,Lithium,Jewelry,Telangana,South,4956.9,16.13,137.62,0.28,1409.73,0.0294,0,Low,Rising
2024-06-01,Silver,Jewelry,Goa,West,79.23,88.53,145.3,0.9,71.31,0.0204,1,High,Rising
2024-06-01,Aluminum,Construction,Uttar Pradesh,North,210.24,85.05,119.8,0.85,178.7,0.0207,0,Medium,Rising
2024-06-02,Copper,Construction,Meghalaya,Northeast,928.95,54.56,122.08,0.5,464.47,0.0409,0,Low,Rising
2024-06-02,Platinum,Automobile,Tamil Nadu,South,4545.36,29.52,137.45,0.32,1455.31,0.0435,0,Low,Rising
2024-06-02,Copper,Automobile,Andaman and Nicobar Islands,South,926.24,60.35,71.85,0.6,555.74,0.0227,0,Low,Rising
2024-06-02,Platinum,Jewelry,Ladakh,North,4810.69,63.95,133.17,0.85,4089.08,0.0323,0,Medium,Rising
2024-06-02,Aluminum,Energy,Chandigarh,North,214.13,36.2,87.33,0.27,58.76,0.0413,0,Low,Rising
2024-06-02,Nickel,Energy,Himachal Pradesh,North,2339.07,134.99,97.4,0.85,1988.21,0.1053,0,Medium,Rising
2024-06-02,Lithium,Construction,Bihar,East,5050.83,53.71,107.8,0.28,1427.86,0.0868,0,Low,Rising
2024-06-02,Lithium,Automobile,Karnataka,South,5027.39,24.91,140.85,0.2,1029.18,0.0042,0,Low,Rising
2024-06-02,Gold,Automobile,Jammu and Kashmir,North,5538.18,60.1,74.33,0.43,2359.36,0.0084,0,Low,Rising
2024-06-02,Gold,Electronics,Sikkim,Northeast,5769.46,68.37,132.34,0.85,4904.04,0.0214,0,Medium,Rising
2024-06-02,Gold,Jewelry,Uttarakhand,North,5705.4,101.99,135.2,0.98,5591.29,0.0412,1,High,Rising
2024-06-02,Platinum,Energy,Delhi,North,4856.97,28.4,95.19,0.28,1339.17,0.0437,0,Low,Rising
2024-06-02,Platinum,Electronics,Himachal Pradesh,North,4472.89,39.87,127.72,0.39,1758.51,0.0505,0,Low,Rising
2024-06-02,Aluminum,Electronics,Chhattisgarh,Central,193.68,27.49,62.86,0.27,52.63,0.0302,0,Low,Rising
2024-06-02,Aluminum,Electronics,Telangana,South,206.54,26.85,64.35,0.22,45.18,0.0057,0,Low,Rising
2024-06-02,Gold,Jewelry,Himachal Pradesh,North,5501.8,184.39,118.22,0.98,5391.77,0.0012,1,High,Rising
2024-06-02,Copper,Automobile,Meghalaya,Northeast,1060.66,32.9,133.48,0.6,636.4,0.1159,0,Low,Rising
2024-06-02,Nickel,Electronics,Maharashtra,West,2234.03,43.8,96.32,0.27,605.34,0.0511,0,Low,Rising
2024-06-02,Nickel,Automobile,Andhra Pradesh,South,2171.09,93.54,97.13,0.5,1085.54,0.0183,0,Low,Rising
2024-06-02,Steel,Electronics,Karnataka,South,103.13,47.2,54.17,0.36,37.42,0.0763,0,Low,Rising
2024-06-02,Silver,Jewelry,Telangana,South,77.36,160.89,113.54,0.9,69.63,0.0333,1,High,Rising
2024-06-02,Copper,Jewelry,Mizoram,Northeast,921.57,51.58,138.54,0.42,389.25,0.0496,0,Low,Rising
2024-06-02,Aluminum,Automobile,Dadra and Nagar Haveli and Daman and Diu,West,201.53,108.62,116.03,0.7,141.07,0.0107,0,Medium,Rising
2024-06-02,Platinum,Electronics,Chhattisgarh,Central,4584.72,27.65,131.98,0.43,1973.36,0.011,0,Low,Rising
2024-06-02,Steel,Construction,Uttarakhand,North,105.87,140.33,109.55,0.95,100.57,0.0396,1,High,Rising
2024-06-02,Steel,Construction,Telangana,South,111.54,145.11,87.8,0.95,105.97,0.0054,1,High,Rising
2024-06-02,Steel,Automobile,Meghalaya,Northeast,112.81,52.57,70.19,0.8,90.25,0.0031,0,Medium,Rising
2024-06-02,Copper,Jewelry,Uttar Pradesh,North,967.86,56.27,116.92,0.35,343.25,0.0394,0,Low,Rising
2024-06-02,Silver,Construction,Arunachal Pradesh,Northeast,82.32,68.47,106.86,0.36,29.31,0.0216,0,Low,Rising
2024-06-02,Aluminum,Jewelry,Maharashtra,West,197.52,22.23,128.33,0.2,40.31,0.0306,0,Low,Rising
2024-06-02,Nickel,Automobile,Jharkhand,East,2051.34,54.89,57.89,0.5,1025.67,0.0281,0,Low,Rising
2024-06-02,Silver,Automobile,Rajasthan,North,86.6,32.36,89.46,0.4,34.37,0.1299,0,Low,Rising
2024-06-02,Lithium,Jewelry,West Bengal,East,4822.17,70.58,94.11,0.37,1788.52,0.009,0,Low,Rising
2024-06-02,Platinum,Electronics,Nagaland,Northeast,4883.83,17.89,80.15,0.23,1121.47,0.0161,0,Low,Rising
2024-06-02,Gold,Jewelry,Dadra and Nagar Haveli and Daman and Diu,West,5237.46,75.72,52.72,0.98,5132.71,0.0404,1,High,Rising
2024-06-02,Gold,Energy,Ladakh,North,5982.98,18.6,142.21,0.24,1427.48,0.0956,0,Low,Rising
2024-06-02,Silver,Automobile,Uttar Pradesh,North,76.15,64.2,65.67,0.35,26.54,0.0409,0,Low,Rising
2024-06-02,Steel,Automobile,Assam,Northeast,105.82,107.11,118.35,0.8,84.65,0.0698,0,Medium,Rising
2024-06-02,Nickel,Automobile,Andhra Pradesh,South,2189.42,80.05,104.13,0.5,1094.71,0.0065,0,Low,Rising
2024-06-02,Lithium,Construction,Odisha,East,4853.65,23.75,57.19,0.36,1739.7,0.0197,0,Low,Rising
2024-06-02,Aluminum,Automobile,Himachal Pradesh,North,186.65,128.97,147.03,0.7,130.65,0.0934,0,Medium,Rising
2024-06-02,Gold,Jewelry,Chhattisgarh,Central,5363.95,109.89,144.87,0.98,5256.67,0.0061,1,High,Rising
2024-06-02,Platinum,Construction,Himachal Pradesh,North,4716.8,14.99,94.51,0.21,982.67,0.0093,0,Low,Rising
2024-06-03,Gold,Energy,Mizoram,Northeast,5634.39,14.2,133.61,0.21,1207.95,0.0028,0,Low,Rising
2024-06-03,Gold,Energy,Mizoram,Northeast,6161.09,58.46,136.12,0.36,2193.5,0.0975,0,Low,Rising
2024-06-03,Lithium,Construction,Uttar Pradesh,North,4843.58,14.77,50.1,0.23,1122.73,0.0459,0,Low,Rising
2024-06-03,Silver,Jewelry,Odisha,East,73.38,77.34,129.18,0.9,66.04,0.0354,1,High,Rising
2024-06-03,Gold,Jewelry,Tripura,Northeast,5806.42,104.28,71.3,0.98,5690.3,0.03,1,High,Rising
2024-06-03,Aluminum,Construction,Andaman and Nicobar Islands,South,212.17,125.97,69.76,0.85,180.35,0.0231,0,Medium,Rising
2024-06-03,Gold,Automobile,Karnataka,South,5673.07,36.17,124.09,0.47,2642.79,0.0256,0,Low,Rising
2024-06-03,Gold,Energy,Lakshadweep,South,6001.59,91.56,90.34,0.48,2902.39,0.0894,0,Low,Rising
2024-06-03,Gold,Construction,Haryana,North,5725.39,24.68,115.21,0.48,2738.2,0.0466,0,Low,Rising
2024-06-03,Nickel,Automobile,Odisha,East,2247.65,48.59,82.85,0.5,1123.83,0.1075,0,Low,Rising
2024-06-03,Aluminum,Construction,Tamil Nadu,South,205.87,145.06,90.74,0.85,174.99,0.0075,0,Medium,Rising
2024-06-03,Gold,Electronics,Jammu and Kashmir,North,5507.77,158.3,136.69,0.85,4681.6,0.004,0,Medium,Rising
2024-06-03,Gold,Electronics,Rajasthan,North,5467.88,166.95,94.32,0.85,4647.7,0.0039,0,Medium,Rising
2024-06-03,Silver,Construction,Tamil Nadu,South,78.66,18.9,130.33,0.2,16.03,0.0105,0,Low,Rising
2024-06-03,Silver,Energy,Uttar Pradesh,North,71.97,73.05,146.55,0.37,26.67,0.1073,0,Low,Rising
2024-06-03,Platinum,Construction,Chhattisgarh,Central,4240.21,50.45,115.42,0.42,1784.43,0.0743,0,Low,Rising
2024-06-03,Platinum,Automobile,Jharkhand,East,4818.07,50.21,131.53,0.32,1545.3,0.084,0,Low,Rising
2024-06-03,Copper,Automobile,Haryana,North,922.07,71.17,74.16,0.6,553.24,0.0151,0,Low,Rising
2024-06-03,Lithium,Energy,Sikkim,Northeast,5207.08,183.45,77.55,0.95,4946.73,0.0242,1,High,Rising
2024-06-03,Aluminum,Construction,Chhattisgarh,Central,190.49,103.11,75.66,0.85,161.92,0.0448,0,Medium,Rising
2024-06-03,Copper,Construction,Jharkhand,East,889.71,41.13,103.33,0.5,444.85,0.0103,0,Low,Rising
2024-06-03,Lithium,Energy,Dadra and Nagar Haveli and Daman and Diu,West,4840.98,125.21,132.86,0.95,4598.93,0.0311,1,High,Rising
2024-06-03,Lithium,Automobile,Tamil Nadu,South,5276.98,64.54,140.84,0.41,2174.5,0.079,0,Low,Rising
2024-06-03,Silver,Construction,Madhya Pradesh,Central,79.98,67.21,112.19,0.38,30.77,0.0632,0,Low,Rising
2024-06-03,Silver,Construction,Jammu and Kashmir,North,78.8,40.91,130.82,0.26,20.27,0.0043,0,Low,Rising
2024-06-03,Gold,Jewelry,Karnataka,South,5150.33,76.88,102.21,0.98,5047.32,0.0759,1,High,Rising
2024-06-03,Nickel,Energy,Bihar,East,2120.88,112.31,63.85,0.85,1802.75,0.0213,0,Medium,Rising
2024-06-03,Aluminum,Energy,Kerala,South,220.2,82.9,65.88,0.47,103.41,0.062,0,Low,Rising
2024-06-03,Copper,Jewelry,Chandigarh,North,984.28,38.6,65.2,0.26,251.0,0.0611,0,Low,Rising
2024-06-03,Copper,Automobile,Puducherry,South,933.19,57.91,58.73,0.6,559.91,0.0126,0,Low,Rising
2024-06-03,Aluminum,Electronics,Nagaland,Northeast,193.97,24.88,59.68,0.31,60.79,0.0832,0,Low,Rising
2024-06-03,Steel,Jewelry,Ladakh,North,114.22,43.83,113.5,0.4,45.26,0.0438,0,Low,Rising
2024-06-03,Silver,Construction,Lakshadweep,South,76.89,24.36,98.47,0.31,23.45,0.0391,0,Low,Rising
2024-06-03,Gold,Energy,Chhattisgarh,Central,4993.6,79.64,118.6,0.47,2337.23,0.0672,0,Low,Rising
2024-06-03,Lithium,Jewelry,Tamil Nadu,South,4789.55,52.88,101.7,0.29,1375.6,0.0788,0,Low,Rising
2024-06-03,Copper,Automobile,Himachal Pradesh,North,954.09,112.33,68.11,0.6,572.46,0.0241,0,Low,Rising
2024-06-03,Nickel,Construction,Lakshadweep,South,2197.58,54.42,101.3,0.35,764.34,0.0009,0,Low,Rising
2024-06-03,Nickel,Construction,Gujarat,West,2109.54,29.22,91.04,0.27,575.85,0.0291,0,Low,Rising
2024-06-03,Copper,Construction,Chhattisgarh,Central,886.6,27.54,55.71,0.5,443.3,0.0257,0,Low,Rising
2024-06-03,Aluminum,Construction,Jammu and Kashmir,North,210.57,61.08,89.06,0.85,178.98,0.0253,0,Medium,Rising
2024-06-03,Lithium,Electronics,Meghalaya,Northeast,5105.87,32.3,109.65,0.28,1448.16,0.0079,0,Low,Rising
2024-06-03,Nickel,Jewelry,Gujarat,West,2121.94,68.28,64.6,0.37,786.75,0.0209,0,Low,Rising
2024-06-03,Copper,Energy,Haryana,North,968.9,46.11,62.28,0.6,581.34,0.0423,0,Low,Rising
2024-06-03,Platinum,Electronics,Jammu and Kashmir,North,4546.65,27.07,115.59,0.27,1215.67,0.0307,0,Low,Rising
2024-06-03,Lithium,Jewelry,Madhya Pradesh,Central,4716.56,20.74,69.27,0.26,1227.17,0.0407,0,Low,Rising
2024-06-03,Lithium,Electronics,Punjab,North,4930.45,67.41,77.26,0.45,2223.65,0.0175,0,Low,Rising
2024-06-03,Nickel,Construction,Jharkhand,East,2202.53,43.52,119.79,0.36,794.87,0.0768,0,Low,Rising
2024-06-03,Nickel,Jewelry,Tripura,Northeast,2250.34,39.61,147.0,0.29,652.61,0.0073,0,Low,Rising
2024-06-04,Platinum,Automobile,Delhi,North,4627.39,31.45,62.48,0.23,1056.89,0.0093,0,Low,Rising
2024-06-04,Copper,Automobile,Maharashtra,West,980.3,89.55,72.56,0.6,588.18,0.0698,0,Low,Rising
2024-06-04,Platinum,Jewelry,Madhya Pradesh,Central,4467.51,80.18,96.54,0.85,3797.38,0.0153,0,Medium,Rising
2024-06-04,Gold,Electronics,Maharashtra,West,5498.88,149.95,137.93,0.85,4674.05,0.0144,0,Medium,Rising
2024-06-04,Silver,Electronics,Himachal Pradesh,North,78.3,130.87,54.81,0.75,58.73,0.002,0,Medium,Rising
2024-06-04,Lithium,Electronics,Meghalaya,Northeast,5183.97,42.04,131.14,0.29,1499.44,0.0192,0,Low,Rising
2024-06-04,Aluminum,Construction,Himachal Pradesh,North,220.23,146.48,121.22,0.85,187.19,0.0741,0,Medium,Rising
2024-06-04,Silver,Automobile,Puducherry,South,81.34,67.45,128.87,0.36,29.59,0.0347,0,Low,Rising
2024-06-04,Gold,Jewelry,Punjab,North,5251.1,74.01,130.07,0.98,5146.08,0.0448,1,High,Rising
2024-06-04,Gold,Energy,Delhi,North,5632.81,42.17,89.15,0.37,2059.06,0.03,0,Low,Rising
2024-06-04,Copper,Energy,Rajasthan,North,992.44,96.07,89.51,0.6,595.46,0.0728,0,Low,Rising
2024-06-04,Platinum,Energy,Madhya Pradesh,Central,4463.69,18.54,99.87,0.22,962.69,0.0163,0,Low,Rising
2024-06-04,Lithium,Construction,Madhya Pradesh,Central,5021.79,68.74,102.13,0.48,2414.71,0.0644,0,Low,Rising
2024-06-04,Platinum,Construction,Meghalaya,Northeast,4919.43,43.31,57.44,0.28,1381.25,0.0278,0,Low,Rising
2024-06-04,Gold,Energy,Haryana,North,5328.95,33.25,72.03,0.24,1260.44,0.0296,0,Low,Rising
2024-06-04,Steel,Automobile,Uttarakhand,North,110.62,54.74,86.99,0.8,88.49,0.01,0,Medium,Rising
2024-06-04,Copper,Automobile,Madhya Pradesh,Central,928.4,101.39,50.93,0.6,557.04,0.0288,0,Low,Rising
2024-06-04,Aluminum,Electronics,Karnataka,South,196.2,39.42,106.01,0.25,48.24,0.053,0,Low,Rising
2024-06-04,Gold,Energy,Gujarat,West,5144.59,47.35,124.38,0.35,1776.84,0.0557,0,Low,Rising
2024-06-04,Steel,Jewelry,Maharashtra,West,111.07,17.35,148.01,0.27,30.36,0.0252,0,Low,Rising
2024-06-04,Copper,Energy,Telangana,South,955.65,73.64,129.94,0.6,573.39,0.0163,0,Low,Rising
2024-06-04,Nickel,Jewelry,Odisha,East,2082.12,15.13,147.71,0.2,425.68,0.0031,0,Low,Rising
2024-06-04,Copper,Automobile,Meghalaya,Northeast,909.51,98.53,117.62,0.6,545.7,0.0607,0,Low,Rising
2024-06-04,Nickel,Automobile,Manipur,Northeast,2364.12,53.66,51.78,0.5,1182.06,0.0816,0,Low,Rising
2024-06-04,Platinum,Construction,Gujarat,West,4262.05,46.5,142.88,0.47,2021.74,0.0885,0,Low,Rising
2024-06-04,Platinum,Construction,Madhya Pradesh,Central,4501.52,15.69,140.63,0.26,1173.37,0.0067,0,Low,Rising
2024-06-04,Nickel,Construction,Sikkim,Northeast,2254.01,56.41,127.59,0.33,743.19,0.0117,0,Low,Rising
2024-06-04,Aluminum,Energy,Telangana,South,223.63,44.9,148.68,0.44,97.38,0.0801,0,Low,Rising
2024-06-04,Gold,Electronics,Dadra and Nagar Haveli and Daman and Diu,West,5438.17,124.13,92.92,0.85,4622.44,0.0024,0,Medium,Rising
2024-06-04,Lithium,Automobile,Bihar,East,4861.67,62.55,57.68,0.41,1994.37,0.0272,0,Low,Rising
2024-06-04,Platinum,Electronics,Gujarat,West,4512.03,29.47,103.0,0.35,1580.46,0.0266,0,Low,Rising
2024-06-04,Copper,Electronics,Maharashtra,West,990.0,111.99,142.83,0.9,891.0,0.0818,1,High,Rising
2024-06-04,Lithium,Electronics,Gujarat,West,4994.46,63.33,104.19,0.46,2297.5,0.0219,0,Low,Rising
2024-06-04,Steel,Jewelry,Himachal Pradesh,North,111.72,56.74,134.59,0.35,38.84,0.0208,0,Low,Rising
2024-06-04,Steel,Jewelry,Mizoram,Northeast,161.6,25.29,94.41,0.23,37.97,0.0218,0,Low,Rising
2024-06-04,Platinum,Automobile,Sikkim,Northeast,4584.72,37.86,124.74,0.25,1126.65,0.0519,0,Low,Rising
2024-06-04,Aluminum,Jewelry,Bihar,East,183.76,19.94,72.93,0.23,42.34,0.0679,0,Low,Rising
2024-06-04,Lithium,Electronics,Bihar,East,4819.95,65.82,86.12,0.41,1987.13,0.013,0,Low,Rising
2024-06-04,Aluminum,Electronics,Assam,Northeast,229.7,25.34,75.51,0.47,107.71,0.0884,0,Low,Rising
2024-06-04,Platinum,Electronics,Mizoram,Northeast,5136.62,42.11,97.15,0.38,1933.06,0.0795,0,Low,Rising
2024-06-04,Gold,Jewelry,Gujarat,West,5151.13,74.17,107.35,0.98,5048.1,0.0544,1,High,Rising
2024-06-04,Platinum,Electronics,Andaman and Nicobar Islands,South,4897.31,49.16,56.32,0.26,1260.46,0.0452,0,Low,Rising
2024-06-04,Lithium,Jewelry,Bihar,East,4883.66,26.7,110.99,0.48,2367.17,0.0347,0,Low,Rising
2024-06-04,Nickel,Construction,Maharashtra,West,2031.69,12.46,111.82,0.23,458.63,0.0784,0,Low,Rising
2024-06-05,Platinum,Energy,Andhra Pradesh,South,4667.88,70.24,102.09,0.48,2225.07,0.0089,0,Low,Rising
2024-06-05,Gold,Automobile,Delhi,North,5548.11,32.54,127.63,0.25,1377.53,0.0149,0,Low,Rising
2024-06-05,Platinum,Automobile,Uttar Pradesh,North,4752.59,75.2,108.58,0.4,1900.23,0.023,0,Low,Rising
2024-06-05,Copper,Energy,Andaman and Nicobar Islands,South,950.16,92.3,137.66,0.6,570.09,0.0113,0,Low,Rising
2024-06-05,Silver,Automobile,Odisha,East,74.77,40.72,101.54,0.26,19.77,0.008,0,Low,Rising
2024-06-05,Gold,Energy,Manipur,Northeast,5508.59,45.8,101.95,0.34,1866.29,0.0237,0,Low,Rising
2024-06-05,Lithium,Electronics,Chandigarh,North,5017.67,47.38,88.49,0.25,1251.79,0.0156,0,Low,Rising
2024-06-05,Gold,Construction,Lakshadweep,South,5030.96,89.17,114.36,0.46,2291.75,0.0961,0,Low,Rising
2024-06-05,Gold,Automobile,Nagaland,Northeast,5060.12,35.55,113.83,0.41,2055.79,0.1091,0,Low,Rising
2024-06-05,Nickel,Jewelry,Tripura,Northeast,2114.4,89.46,79.94,0.5,1050.01,0.075,0,Low,Rising
2024-06-05,Gold,Energy,Andhra Pradesh,South,5414.53,45.75,119.56,0.29,1556.31,0.0216,0,Low,Rising
2024-06-05,Copper,Construction,Karnataka,South,890.16,76.46,77.6,0.5,445.08,0.0615,0,Low,Rising
2024-06-05,Aluminum,Jewelry,Chandigarh,North,200.16,46.47,145.13,0.32,65.01,0.0229,0,Low,Rising
2024-06-05,Steel,Energy,Manipur,Northeast,105.41,64.0,70.09,0.35,36.74,0.069,0,Low,Rising
2024-06-05,Copper,Automobile,Assam,Northeast,954.44,49.69,61.46,0.6,572.67,0.0056,0,Low,Rising
2024-06-05,Platinum,Jewelry,Tripura,Northeast,4803.66,86.28,105.94,0.85,4083.11,0.0019,0,Medium,Rising
2024-06-05,Aluminum,Automobile,Mizoram,Northeast,184.5,58.32,104.18,0.7,129.15,0.1255,0,Medium,Rising
2024-06-05,Lithium,Energy,Punjab,North,5078.82,91.35,73.65,0.95,4824.88,0.0356,1,High,Rising
2024-06-05,Silver,Construction,Assam,Northeast,84.08,37.45,111.36,0.27,22.6,0.0549,0,Low,Rising
2024-06-05,Aluminum,Construction,Nagaland,Northeast,207.61,87.36,74.99,0.85,176.47,0.0154,0,Medium,Rising
2024-06-05,Lithium,Energy,Delhi,North,5205.16,150.24,51.95,0.95,4944.9,0.0769,1,High,Rising
2024-06-05,Copper,Construction,Tamil Nadu,South,975.55,93.29,63.78,0.5,487.77,0.0421,0,Low,Rising
2024-06-05,Copper,Construction,Himachal Pradesh,North,894.27,28.08,148.41,0.5,447.13,0.0459,0,Low,Rising
2024-06-05,Lithium,Automobile,Delhi,North,4924.88,69.41,89.62,0.41,2009.08,0.0147,0,Low,Rising
